iter	Logloss
314	0.04631520589
315	0.04621614729
316	0.04619757879
317	0.04613037836
318	0.04608980815
319	0.0460219792
320	0.04596656073
321	0.04589592343
322	0.04583487374
323	0.04578622001
324	0.04570644924
325	0.04567076547
326	0.04563440959
327	0.0455628931
328	0.04553777786
329	0.04550264268
330	0.04544072106
331	0.04539907546
332	0.04526454017
333	0.04522600446
334	0.04519490923
335	0.04515537807
336	0.04513296218
337	0.04511199951
338	0.04504304432
339	0.04500150771
340	0.04495703561
341	0.04490519206
342	0.04486111596
343	0.04483086722
344	0.04479795183
345	0.04477909633
346	0.0447320702
347	0.04466971988
348	0.04464571998
349	0.04460590908
350	0.04458169846
351	0.04451075963
352	0.04447769892
353	0.04433864775
354	0.04430837722
355	0.044216265
356	0.0441792806
357	0.04408528646
358	0.04405558268
359	0.04402671814
360	0.04396110171
361	0.0439012146
362	0.04386332921
363	0.04385089329
364	0.04383733114
365	0.04381744385
366	0.04376391456
367	0.04375107901
368	0.04371515183
369	0.04366607666
370	0.04356497265
371	0.04351433164
372	0.04346588135
373	0.04338534401
374	0.04335695539
375	0.04333249047
376	0.0433114297
377	0.04329246158
378	0.0432808104
379	0.04320514497
380	0.04316616967
381	0.04308201018
382	0.043055231
383	0.04302752904
384	0.04301633926
385	0.04299413772
386	0.04297080267
387	0.04295832679
388	0.04293972924
389	0.04289499192
390	0.04285140265
391	0.04281830197
392	0.04280442011
393	0.04277778989
394	0.04266809373
395	0.04263683137
396	0.04261962164
397	0.04252822876
398	0.04243948437
399	0.04240424383
400	0.04236627488
401	0.04235606602
402	0.04232165382
403	0.04231245495
404	0.0422580174
405	0.04224768866
406	0.04223119827
407	0.04219834827
408	0.04212126232
409	0.04211043585
410	0.04210218157
411	0.04206341698
412	0.04202009655
413	0.04196332659
414	0.04189945766
415	0.04185767764
416	0.04178983416
417	0.04176722209
418	0.04171940758
419	0.04163996015
420	0.04161985125
421	0.04159742083
422	0.04158258347
423	0.04156026568
424	0.04149456569
425	0.04148398626
426	0.04139767601
427	0.04137844994
428	0.04123878479
429	0.04121097383
430	0.04116436186
431	0.04110706874
432	0.04105708531
433	0.04104459127
434	0.04100472586
435	0.04098188854
436	0.04091120039
437	0.04082809448
438	0.04074658348
439	0.04068206787
440	0.04062319074
441	0.04059954325
442	0.04049607413
443	0.04045233227
444	0.04041778564
445	0.04041168939
446	0.04037995475
447	0.0403460984
448	0.04028488159
449	0.04024847485
450	0.04019996643
451	0.04012990316
452	0.04012481689
453	0.04009465535
454	0.04005652655
455	0.04004404704
456	0.03998632522
457	0.0399706123
458	0.03993833269
459	0.03990328471
460	0.03985256377
461	0.03981100537
462	0.03975660415
463	0.0396777925
464	0.03963980539
465	0.03962957836
466	0.03958442325
467	0.03955757504
468	0.03952165876
469	0.03948167347
470	0.03941919599
471	0.03931671869
472	0.03927743094
473	0.03926644461
474	0.03923204331
475	0.03921219235
476	0.0391880435
477	0.03912858509
478	0.03909285046
479	0.03897107079
480	0.03892226083
481	0.03884757632
482	0.03881947109
483	0.03879630316
484	0.03877003624
485	0.03873256138
486	0.03867718288
487	0.03862389701
488	0.03856517973
489	0.03853076027
490	0.03847751072
491	0.03838130043
492	0.03834741502
493	0.03830484299
494	0.03827947707
495	0.03826099214
496	0.03822503589
497	0.03816594442
498	0.03811885289
499	0.03808535985
500	0.03805864607
501	0.03801340376
502	0.03799014137
503	0.03787647066
504	0.03782493228
505	0.03777574085
506	0.03776173183
507	0.03774059477
508	0.03771932693
509	0.03763276963
510	0.03760189965
511	0.03758552915
512	0.03755382356
513	0.03750608898
514	0.03748903547
515	0.03742235456
516	0.03733519418
517	0.0373160662
518	0.03729238964
519	0.03722126189
520	0.03721123105
521	0.03720511664
522	0.0371808152
523	0.03711713518
524	0.03708575294
525	0.03705695379
526	0.03698867798
527	0.03690266927
528	0.03688364665
529	0.03684019906
530	0.03682140532
531	0.03677007403
532	0.03672553653
533	0.0366603379
534	0.03661855425
535	0.03655692691
536	0.03651576451
537	0.03647558666
538	0.03640989758
539	0.03640770685
540	0.03632873172
541	0.03631340753
542	0.0362860943
543	0.03620296297
544	0.03617701576
545	0.03610140846
546	0.03606477283
547	0.03605008443
548	0.0360294778
549	0.03601108733
550	0.03597316924
551	0.03594744728
552	0.03589326404
553	0.03585625421
554	0.03581790742
555	0.03577436175
556	0.03575751895
557	0.03572046552
558	0.03565847488
559	0.03563658941
560	0.03560955593
561	0.03558877854
562	0.03555702936
563	0.03554056803
564	0.03550399054
565	0.03544075376
566	0.03537941342
567	0.03536105201
568	0.03529064723
569	0.0352154977
570	0.03520022801
571	0.03509597415
572	0.03507663545
573	0.03504687718
574	0.03500623067
575	0.03498928615
576	0.03495386396
577	0.03494494484
578	0.03490990412
579	0.03487115769
580	0.03482600258
581	0.03478934878
582	0.03475520179
583	0.03471911476
584	0.034661818
585	0.03463516235
586	0.0346194458
587	0.03459634327
588	0.03459090823
589	0.03452654884
590	0.03449575878
591	0.03447745187
592	0.03445167178
593	0.03441875639
594	0.03440339588
595	0.0343728892
596	0.03434797741
597	0.03426655361
598	0.03423727853
599	0.0342208935
600	0.03420340402
601	0.03416478475
602	0.0341352263
603	0.03411984398
604	0.03410636175
605	0.03407460531
606	0.03401313418
607	0.03397868928
608	0.03395076933
609	0.03394391741
610	0.03388728551
611	0.03385809036
612	0.03385025388
613	0.03378472464
614	0.03371813093
615	0.0336874535
616	0.03365816026
617	0.03362106687
618	0.03359938485
619	0.03353686378
620	0.03352033343
621	0.03351591564
622	0.03346390497
623	0.03346038092
624	0.0334547279
625	0.03344919114
626	0.03342942374
627	0.03337132045
628	0.03336375282
629	0.03335552761
630	0.03335035052
631	0.03334513346
632	0.03331567673
633	0.03328841073
634	0.03328044346
635	0.03322420393
636	0.03316984631
637	0.03316255842
638	0.03314251128
639	0.03311942691
640	0.03310463315
641	0.03308077858
642	0.03307774862
643	0.03305882045
644	0.03303030105
645	0.03301434471
646	0.03296262105
647	0.03288997105
648	0.03288230533
649	0.0328545634
650	0.03284093221
651	0.03279324486
652	0.03278658912
653	0.03276156471
654	0.03273939587
655	0.03272394089
656	0.03270316351
657	0.03267077128
658	0.03261540004
659	0.03260854085
660	0.03256306966
661	0.03254749116
662	0.03253386725
663	0.03251089914
664	0.03249363127
665	0.03247611273
666	0.03243685768
667	0.03240656535
668	0.03239940098
669	0.03239288693
670	0.03237062
671	0.03234906514
672	0.03231191726
673	0.03229486738
674	0.03224223546
675	0.03222200303
676	0.03220717294
677	0.03214895703
678	0.03212740217
679	0.03209025792
680	0.03206372579
681	0.03205470857
682	0.03203379313
683	0.03202085949
684	0.03200337728
685	0.03198474702
686	0.03195546468
687	0.03192977179
688	0.03188185919
689	0.03185353597
690	0.03183151245
691	0.03179665702
692	0.03175371806
693	0.03174873352
694	0.03170314244
695	0.03168905349
696	0.03166418893
697	0.03160000756
698	0.03153895424
699	0.03151876904
700	0.03148634048
701	0.03145221529
702	0.03144615173
703	0.03140514555
704	0.03139282227
705	0.03136807396
706	0.03130696615
707	0.03127547854
708	0.03124920073
709	0.03120784215
710	0.03116928101
711	0.03115637643
712	0.03110132853
713	0.0310773795
714	0.03104544503
715	0.03103956677
716	0.03100215367
717	0.03099642436
718	0.03098058065
719	0.03096457345
720	0.03095109485
721	0.03092880249
722	0.03086710249
723	0.03085177467
724	0.03079443795
725	0.0307506307
726	0.03073741731
727	0.03070714315
728	0.03068329584
729	0.03065515791
730	0.03063140506
731	0.0305863226
732	0.03056307838
733	0.03055753435
734	0.03050901867
735	0.03048945109
736	0.03048407782
737	0.0304641651
738	0.03043943133
739	0.0304279727
740	0.03040294284
741	0.03038666135
742	0.03036776951
743	0.03035266876
744	0.03032477424
745	0.03030010042
746	0.03027490888
747	0.03022403172
748	0.03020113809
749	0.03018614633
750	0.03015921456
751	0.03013645717
752	0.03013020288
753	0.03009894416
754	0.03009460813
755	0.03005131494
756	0.03001334781
757	0.02999938238
758	0.02995890299
759	0.02992780595
760	0.02988088699
761	0.02983108521
762	0.02980083647
763	0.02975037711
764	0.02971255711
765	0.02967601958
766	0.02965444292
767	0.02964090256
768	0.02961147127
769	0.02958286649
770	0.02956051418
771	0.02953053792
772	0.02951938447
773	0.02949566069
774	0.02947382246
775	0.02944462367
776	0.02944292704
777	0.02941056388
778	0.02939139775
779	0.02938634237
780	0.02936612447
781	0.0293449202
782	0.02931038629
783	0.02929828462
784	0.02925135113
785	0.02923405602
786	0.0292153858
787	0.02918112982
788	0.02916300819
789	0.02915812901
790	0.02913942973
791	0.02912893386
792	0.02908486503
793	0.02907135736
794	0.02904673077
795	0.02903974261
796	0.02902464004
797	0.02899331229
798	0.02894066947
799	0.02892911639
800	0.02890845889
801	0.02889091128
802	0.02886854263
803	0.02882216862
804	0.02880915869
805	0.02876463391
806	0.02875520979
807	0.02872536432
808	0.02869057792
809	0.02866764977
810	0.02864143735
811	0.02862191336
812	0.02860572088
813	0.02856686547
814	0.02854691823
815	0.02852797372
816	0.02850285848
817	0.02848897117
818	0.02847474961
819	0.02843128204
820	0.02839031764
821	0.02833839417
822	0.0283331099
823	0.02830614544
824	0.02828780765
825	0.02827015105
826	0.02825074877
827	0.02820113409
828	0.0281772777
829	0.0281527274
830	0.02812347775
831	0.0281080137
832	0.02805926368
833	0.02803199768
834	0.0280216108
835	0.02798512777
836	0.02796621413
837	0.02795075008
838	0.02793091547
839	0.02792730967
840	0.02790111723
841	0.02787269774
842	0.02785762242
843	0.02784188952
844	0.02780808585
845	0.02775593712
846	0.02773226783
847	0.02771697271
848	0.02771231333
849	0.02768096742
850	0.02766189757
851	0.02762565613
852	0.02759780884
853	0.02759646461
854	0.02757587796
855	0.02755996341
856	0.02755071368
857	0.02753223238
858	0.02748974028
859	0.02748627436
860	0.02747003101
861	0.02745645796
862	0.02742924645
863	0.02741450718
864	0.02740620204
865	0.02736064729
866	0.0273502586
867	0.02732241313
868	0.02727634975
869	0.02725817544
870	0.0272270348
871	0.02721127101
872	0.02720787048
873	0.02720457894
874	0.02718973796
875	0.02716843196
876	0.02714399792
877	0.02710016341
878	0.02707400367
879	0.02705961863
880	0.02704190209
881	0.02701097216
882	0.0269933864
883	0.026946353
884	0.02693487621
885	0.0269316537
886	0.02692003523
887	0.02688930693
888	0.02687919253
889	0.02685430254
890	0.02685118539
891	0.02682112921
892	0.02680145264
893	0.0267995471
894	0.0267855399
895	0.02677784148
896	0.02674639384
897	0.02673660642
898	0.02669215974
899	0.0266528393
900	0.02664299738
901	0.02662942977
902	0.02662490118
903	0.02661539895
904	0.02661268325
905	0.02659180959
906	0.02657557715
907	0.02653703235
908	0.02651689802
909	0.026500295
910	0.02647772471
911	0.02646071661
912	0.02643784659
913	0.02642173949
914	0.02641258603
915	0.02639520918
916	0.02635441371
917	0.02633505322
918	0.02630265372
919	0.02626277924
920	0.02625385466
921	0.02622300284
922	0.02618854704
923	0.02616984594
924	0.02615916479
925	0.02613936106
926	0.02611854917
927	0.02611091432
928	0.02609644209
929	0.02604511806
930	0.02602984474
931	0.02599343618
932	0.02596878778
933	0.02595585596
934	0.02593756539
935	0.02592501686
936	0.02590892973
937	0.02590043023
938	0.02587146396
939	0.02585814521
940	0.02583075387
941	0.02579287756
942	0.02576899211
943	0.02573642186
944	0.02572631473
945	0.02572376615
946	0.02570795877
947	0.02569874173
948	0.02567233313
949	0.02565749032
950	0.02564102536
951	0.02560420263
952	0.02559592656
953	0.02556844076
954	0.02554519653
955	0.025503778
956	0.02547734578
957	0.0254651333
958	0.02543292091
959	0.02541613988
960	0.02541255951
961	0.02540360587
962	0.02538098472
963	0.02536668142
964	0.02535151164
965	0.02533247448
966	0.02532298497
967	0.0253097843
968	0.02526008424
969	0.02525087447
970	0.02521160852
971	0.0251898811
972	0.02515819005
973	0.02512075515
974	0.02510331472
975	0.02507656461
976	0.02506499881
977	0.02504321507
978	0.02502842131
979	0.02501655034
980	0.02500181652
981	0.02497474307
982	0.0249233918
983	0.0248925091
984	0.02488087064
985	0.02485186622
986	0.02484059288
987	0.02483718145
988	0.02482539949
989	0.02481732686
990	0.0248063805
991	0.02478546324
992	0.02478202275
993	0.02476639157
994	0.0247389312
995	0.02473562331
996	0.02471590678
997	0.02470109667
998	0.024653462
999	0.02463416872
